#,utterance_id,translation,asl_gloss,negative,wh_question,yes_no_question,topic_focus,conditional_when,role_shift,head_pos_tilt_fr_bk,head_pos_turn,head_pose_tilt_side,head_pose_jut,head_mvmt_nod,head_mvmt_nod_cycles,head_mvmt_shake,head_mvmt_side_to_side,head_mvmt_jut,body_lean,shoulders,face_eye_brows,face_eye_gaze,face_eye_aperture,face_nose,face_mouth,face_cheeks
1512935,46883941,"When I grew up, I always have been informed that if I need to make natural body noise like a fart, burp, etc., the only place that I can do that is in the bathroom.",GROW-UP;IX-1p;TELL;#IF;MAKE;NOISE;FART;AMONG;BURP;fs-BURP;AMONG;THAT;POSS-2p;NATURAL;fs-HUMAN;BODY;fs-NOISE;NATURAL;(2h)IX-honorific:j;WHERE;#DO;THAT:j;IX-loc:i;IN;TOILET,,,,focus,,,,,slightly left;slightly right;slightly left;slightly right;left;slightly right;right;slightly right;slightly left;right,,slight rapid head nod,,,,,,,raised-furrowed;raised;lowered;further raised;lowered,down/right;other;down/right;down;into space,lowered lid;slightly wide;slightly wide;further lowered;blink;squint;closed;squint;wide;wide,,,
1512935,40214885,My hearing colleague here at Gallaudet University. He told me that he could identify which Deaf or hearing person in the public bathroom as they're in the stall based on how they emit the waste.,"fs-C;FRIEND;fs-COLLEAGUE;POSS-1p;IX-loc:i;HERE;fs-AT;ns-GALLAUDET;COLLEGE;TELL-1p;ENTER;TOILET;IX-3p:i;CAN;LOOK:j;fs-PUBLIC;(1h)AREA;CAN;TELL;WHICH;IX-3p:i;HEARING;DEAF;HEARING;REALLY;SET-UP;ON;HOW;IX-3p:i;DCL:5""emit waste"";fs-WASTE;IX-3p:i;IX-3p:j;IX-3p:k",,whq,,topic;topic,,,,right;right;slightly right;slightly left;slightly left;slightly right;right,slightly right;slightly right;slightly right;right;left;right;right,,slow,,,,,left;slightly right;left;slightly right;left,,further raised;raised;further raised;raised-furrowed;raised;slightly lowered;further raised;raised-furrowed,other;other;left;other;into space;to addressee;into space;to addressee;other;into space,squint;wider;squint;wider;lowered lid;further lowered;squint;squint,,,
1512935,41262439,"When I grew up, I was told that a bathroom is a safe place. It's not true anymore.",IX-1p;TELL:i;GROW-UP;THAT;TOILET;SAFE;PLACE;NOT;REALLY;ANY+MORE;ANY+MORE;(1h)part:indef,negation,,,,,,,left;left,,,,,slow,,,,,,left;left,wider;blink;wider;blink,,,
1512935,48853866,"He went out of the bathroom, and he saw his mother looked so horrified as she was on the phone. He asked her, ""What's wrong?"" She said, ""Oh, you made terrible noises.""  He was surprised about it.","OUT;MOTHER;PHONE;fs-HORRIFIED;MOTHER;SCARE;PHONE;5""surprised"";WRONG;PHONE;MAKE;LOUD;NOISE;WOW/AWFUL;NOISE;(1h)DO-DO;WOW/AWFUL;PHONE;PHONE;PHONE;PHONE",,whq,,,,,,,,,,,,,,back/left;back/left;back/right;back/left;back/right;back/left,,raised-furrowed,other;other;left;other;left;into space;other;down,squint;blink;wider;wide;blink;further lowered;squint;wide;squint;further squinted;blink;squint;blink;further squinted;blink;further squinted,,open & round,
1512935,44880490,Sometimes Deaf people share and exchange stories about what they have learned about noises. So they will be careful with subsequent situations.,SOMETIMES;DEAF;(1h)PEOPLE;LEARN+;STORY;FRIEND;TRADE-arc;IX-1p-pl-arc;BETWEEN/SHARE-arc;fs-TIPS;BETWEEN/SHARE-arc;INFORM;ABOUT;OH-I-SEE;NOISE;IX-1p;MAKE;AND;LEARN;OH-I-SEE;IX-1p;GO;SITUATION;IX-1p;CARE_2;(A)SELF-1p,,,,topic,,,,right;slightly left;left;slightly left;slightly left,slightly left;left;slightly right;slightly right,,,,,,,,,raised-furrowed;raised-furrowed;further raised;raised-furrowed,into space;into space;other;left;left;left;left;up/right;into space;other,wide;wide;slightly squinted;wide;slightly wide;wide;wider,,,
1512935,44228720,"The areas where there is an expectation of quiet are like a library, church, movie theater.",QUIET;HOPE;THAT;FIRST-IN-LIST;LIBRARY;SECOND-IN-LIST;CHURCH;MOVIE;part:indef,,,,focus;focus,,,,,slightly right;slightly left;right,,,,,,,slightly right;left;slightly right;left,,raised-furrowed;further raised,left;left;left,squint;further lowered;squint;wide;blink,,,
1512935,48585083,"He was urinating, and he decided to play around and make bubbles on the toilet.",fs-URINE;TOILET;DECIDE;WHY;NOT;DURING/WHILE;IX-1p;TOILET;IX-1p;MAKE;fs-BUBBLES,,,,,,,,,slightly right;slightly left;slightly right,,,,,,,slightly right,,raised-furrowed,down;down,lowered lid;further lowered;slightly squinted;further lowered;lowered lid,,,
1512935,48539771,"A long time ago, when he was young, he was outside playing basketball and he needed to pee. He ran into the house, saw his mother was on the phone. He ran into the bathroom.","LONG-AGO;WHEN;IX-3p:i;YOUNG;OUT;PLAY;(crvd-5)BASKETBALL;FINISH;MUST;TOILET;RUN;ARRIVE;HOME;ENTER;SEE;MOTHER;PHONE;FINE_2;ENTER;RUN;ENTER;TOILET;5""sigh"";PHONE",,,,sentence-initial adverb,,,,slightly left;right;right;slightly left;left;right;right,slightly right;slightly left;right;slightly left;left,,,,,,,back;back/right;back/right,,raised-furrowed;further raised;raised-furrowed;raised;raised-furrowed;raised;raised-furrowed,other;up/right;other;left;left;into space;into space,further lowered;blink;lowered lid;blink;wide;further squinted;blink;slightly wide;further squinted;blink;further squinted;closed;closed,,,
1512935,40782206,What does it mean if a person emits waste loudly?  There is actually a long list of cultural items that are related to the control of sound.,"part:indef;#WHAT;MEAN;#IF;PERSON;DCL:5""emit waste loudly"";MEAN;(1h)part:indef;(1h)HAVE;LONG-LIST;CULTURE;MEAN;COOPERATE/UNITE;WITH;MANAGE/CONTROL;fs-SOUND;#SO",,whq,,,,,,slightly right;slightly right,slightly right;right;slightly left;right;right;slightly right;slightly left;right,,rapid,,,,,,,raised-furrowed,other;up/right;into space;into space,blink;squint;closed;further squinted;blink;slightly lowered;lowered lid;slightly squinted;squint;squint;slightly squinted,,lips pursed: oo,
1512935,46604164,"For example, another place is the bathroom.",SHOW+;OTHER;IX-loc:j;PLACE;IX-loc:i;TOILET,,,,topic,,,,,right,,,,,,,,,raised-furrowed,left,lowered lid,,,
1512935,46495880,It shows us how hard it is for us to handle the voice range since the expectations are already culturally settled on what is acceptable and what is not.,"SHOW-1p;MANAGE/CONTROL;WITH;CULTURE;HOPE;VOICE-RANGE;KNOW;IX-3p:i;FINISH;SET-UP;""WHAT"";ACCEPT+;""WHAT"";NOT;ACCEPT+",negation,,,,,,slightly front,,right;left;slightly left,,,,,,,back,,raised-furrowed,other;other;left;left;left,blink;squint;squint;squint;squint,,,
1512935,49253789,"She said, ""You peed on the water, don't do that. You should pee on the bowl of the toilet and avoid water to make it less loud."" He learned from his mother that peeing on the water makes a terrible noise.","MOTHER;SAY;WHERE;IX-loc:i;DCL:1""point and shoot"";NICE/CLEAN;ON;WATER;(1h)5""wave no"";DCL:bent-B""curve of toilet bowl"";DCL:1""point and shoot"";LESS;ON;WATER;LOUD;#OK;LEARN;FROM;MOTHER;THAT;WOW/AWFUL;DCL:1""point and shoot"";(1h)5""wave no""",,,,,,,,slightly right;left;left;further left;left;slightly right,right;slightly right,,,,,,,right,,further raised;further lowered;further raised;raised-furrowed;further raised,down/right;down;down;down;watch hands;watch hands;watch hands;left;other;into space;watch hands;into space;other,further squinted;slightly wide;slightly wide;lowered lid;slightly wide;further squinted;blink;blink;blink;wide;slightly wide;blink;slightly wide;blink;lowered lid;wide;blink;wide,,,
1512935,44644002,"Another time when attending the movie theatre, he ate kernels of popcorn pretty loudly.","GO;MOVIE;DCL:C""grab popcorn bucket"";POPCORN;DCL:crvd-5""reach into bucket of popcorn"";DCL:1""eating popcorn"";DCL:crvd-5""reach into bucket of popcorn"";(1h)POPCORN;SELF-3p:j;fs-KERNEL;DCL:5-C""shuffle around kernals in popcorn bucket"";DCL:crvd-5""reach into bucket of popcorn"";DCL:crvd-5""reach into bucket of popcorn/eat popcorn""",,,,focus,,,slightly back;slightly front;further front;further front;further front;front,left,left,,,,,,,,,further raised;raised;raised-furrowed;further raised,left;left;into space;watch hands;watch hands;watch hands;watch hands;watch hands,slightly lowered;slightly lowered;lowered lid;further lowered;blink;squint;further squinted;squint;slightly lowered;blink,,,
1512935,53259686,"So, I was thinking about this.  Is the bathroom itself a safe sanucatory?  Not necessarily, because hearing people who enter the bathroom can still hear people nearby.",TOILET;SELF:i;THINK-OVER;PLACE;SAFE;fs-SANCTUARY;NOT+MUST;NOT+MUST;(B-L)BECAUSE;PEOPLE;WHO;ENTER;TOILET;HEARING;IX-3p:j;ENTER;TOILET;AND;HEAR;PERSON;NEXT-TO+;IX-3p:i;BUOY;(1h)part:indef,negation,,,,,,,,right;right;slightly left;slightly right;right;slightly right;slightly right,,,,slow,,,back/right;slightly right,,raised-furrowed;further raised,into space;into space;up/right;into space;into space;down;down/right;down/left;other,blink;further squinted;slightly squinted;blink,,,
1512935,40013479,They made a judgment in the bathroom. Judgment is carried out in the bathroom.,LOOK-OVER;MAKE;COURT;IN;TOILET;COURT;fs-IS;CARRY;IN;TOILET,,,,,,,,slightly left,slightly right;right;slightly left;slightly right,,,,,,,slightly right,,further raised;raised-furrowed,left;left,lowered lid;wide;further squinted;blink;further squinted,,,
1512935,50527920,"His parents tried to tell him to stop. When he came out of the bathroom, his parents would say, ""You piss like a horse.""",fs-TRY;TELL:i;(1h)STOP;IX-3p:i;OUT;IX-2p;fs-PISS;LIKE;HORSE;(1h)part:indef;PISS-OFF;SAME;HORSE,negation,,,,,,,slightly right;slightly left;left,right,,,,slow,,,,,further raised;raised-furrowed,other;into space;down;into space;other,lowered lid;squint;blink;blink;blink;closed;blink;blink;squint;slightly squinted,,,
1512935,45934001,"One had an experience playing football on the field. A CODA football player was running while holding a football as he was gaining yards, while fans were yelling from the grandstand, but it was enough for the player to hear his parents' voice all the way from the grandstand.","ONE;IX-3p-pl-circle;EXPERIENCE;PLAY;FOOTBALL;IX-loc:i;fs-FIELD;SCL:5""football players wrestling"";BCL:crvd-5""holding football"";RUN;BCL:crvd-5""holding football"";(1h)SCREAM;HEAR;IX-3p:j;DCL:5""crowd of fans"";IX-3p:j;IX-3p:j;MOTHER+FATHER;MOTHER+FATHER;S""cheering"";SCREAM;S""cheering""",,,,topic,,,,right,slightly right,,,,,,,,,further lowered;lowered;further raised;further lowered,left;other;down/right;down;down/left;into space;up/right,squint;further squinted;squint;blink;wider;wide;further squinted;squint,,,
1512935,46272693,"So it was wow. There are places that loud voices are permitted but you have to experiment enough on the voice range itself. Some areas are quiet, oh.","IDEA;fs-OF;VOICE;VOICE-RANGE;fs-RANGE;PLACE;PERMIT;BUT;STILL;(2h)MUST;EXPERIMENT;VOICE-RANGE;fs-RANGE;DCL:B""different sided path"";QUIET",negation,,,topic;focus,,,front;front;front,,slightly right,forward;forward,,,,,,,,further raised;raised-furrowed;raised;raised-furrowed,down;down/right;left;left;left,blink;lowered lid;squint;lowered lid;wider;squint;wider;lowered lid;wider;blink,,,
1512935,51252152,"He grew up, he entered college, and he met a hearing CODA woman. He started to like her, and he was around his early to mid 20's at that time.","GROW-UP;ENTER;COLLEGE;GROW-UP;MEET;(5)WOMAN;SELF:i;HEARING;fs-CODA;MEET;CHAT:j;ENJOY;LIKE;5""you know"";PONDER;5""exasperation"";IN;AROUND;fs-L;TWENTY-FIVE;#EARLY;MIDDLE;TWENTY;IX-3p:i;MEET;CHAT:j;BUOY",,,,,,,,,slightly right;slightly left;slightly right;slightly left;slightly right;right;slightly left;slightly right,,,,,,,,,raised-furrowed,left;left;left;left;down/right;down;down;other;up/left;left,slightly squinted;lowered lid;slightly squinted;blink;further squinted;lowered lid;slightly squinted;blink;blink,,,
1512935,46532281,So many Deaf don't realize that people look down on us that way.,"5""shocked"";(2h)OH-I-SEE;NOT;REASON;SCL:V/2""look me up and down"";THAT;ALLOW",negation,,,,,,,slightly left;left,,,,,,,,back/right,,raised-furrowed,left;left;left;into space,squint;blink;wide;blink,,,
1512935,44284092,"When Deaf people enter a church, everything is quiet. So once when a Deaf person got a bible, he didn't realize that as he continued reading the book while turning the pages, the book made rustling noises as the pages turned.","(1h)part:indef;DEAF;PEOPLE;ENTER;CHURCH;part:indef;LOOK;QUIET;IX-loc:i;#ALL_2;PCL""people sit and stare"";#OK;part:indef;DEAF;BCL:C""grab Bible"";NOT;REASON;MAYBE;BCL:C""grab Bible"";BOOK_2;BOOK;BCL:""lick hand"";ICL:F/9""flip pages"";fs-PAGES;ICL:F/9""flip pages"";MOVIE;ICL:B-L""flip pages"";ICL:F/9""flip pages"";(1h)part:indef",negation,,,topic,,,,left;right;left;slightly right;slightly right;slightly left;slightly right;slightly left;slightly right;slightly left;slightly right;slightly right;slightly right,slightly right;slightly right;slightly right;right,,,,,,,,,further raised;raised;further raised,left;to addressee;up;other;left;up/right;other;down/right;left;down/right;down/right;down/right;watch hands;watch hands;watch hands,wide;slightly lowered;blink;wide;blink;wide;blink;wide;blink;wide;blink;further lowered;blink;wide;slightly lowered;blink;slightly wide;lowered lid;squint;slightly wide;lowered lid,,,
1512935,51835847,"He said, ""Oh really, what is it?"" She said, ""you urinated on the toilet water, and you should switch to the surface bowl of the toilet to avoid noise."" He was embarrassed from girlfriend during that time.","LOOK:j;REALLY;#WHAT;THAT;IX-loc:i;DCL:1""point and pee"";DCL:crvd-B""curve of the toilet bowl"";DCL:5""extremely embarrassed"";LEARN;FROM;POSS-3p:i;GIRL+FRIEND;GIRL+FRIEND;THAT;TIME;IX-3p:i",,,,,,,,slightly left;right;right,right;slightly right,,,,slow,,,left;back/left,,further raised;raised-furrowed;further raised;raised-furrowed,other;down/left;into space;into space;other;into space;other,wider;blink,,,
1512935,52287944,He was very embarrassed.  He realized that he wasn't clear on his parents' remarks when he was growing up. He gulped hard. He changed his habits to urinate on the side of the bowl.,"DCL:5""extremely embarrassed"";REALLY;(Y)WOW;VISUALIZE;GROW-UP;MOTHER+FATHER;MOTHER+FATHER;IX-loc:i;NOT;CLEAR;SAY;OH-I-SEE+;IX-3p:j;(2h)SWALLOW;part:indef;ACCEPT;CHANGE;POSS:i;HABIT_2;TRANSFER;DCL:1""point and shoot"";DCL:crvd-B""curve of the toilet bowl"";GROW-UP;MOTHER+FATHER;MOTHER+FATHER;IX-loc:i;BUOY",negation,,,,,,,right;right;slightly right,slightly right;slightly left;slightly right,,,,slight single head shake,,,back/left,,raised-furrowed;further raised,other;other;other;down;down;down,slightly wide;lowered lid;slightly wide;blink;slightly squinted;blink;blink;blink;blink;lowered lid;slightly squinted;slightly squinted;closed,,,
1512935,47292363,But it's not true. People are still judging there.,NOT;REALLY;COURT;STILL;CARRY;IX-loc:i;PEOPLE;STILL;COURT;IX-loc:i,negation,,,,,,,,slightly left;left,,,,rapid,,,,,raised-furrowed,,blink;lowered lid;blink;further lowered,,,
1512935,47133137,"When I enter there, I should be feeling free.","GO;ENTER;5""surprised"";FEEL;FREE",,,,,,,,left;left;further right,slightly right;slightly right,,single,,,,,,,raised-furrowed,left;left;other;up/left,squint;squint;blink;lowered lid,,,
1512935,46070993,He was shocked that he could hear his parents' voice out of all fans in the grandstand,"BCL:crvd-5""frozen body reaction"";CAN;HEAR;POSS-3p:j;#OWN;MOTHER+FATHER;MOTHER+FATHER;(1h)AREA;(2h)alt.SCREAM;IX-3p:i;BUOY;PLACE;CAN;WOW;IX-3p:i;IX-3p:k",,,,topic,,,,further right;further right,slightly right;slightly right;right,,single,,,,,,,raised;raised-furrowed;raised;raised-furrowed;raised;raised-furrowed,into space;up/right;up/right,wider;further squinted;squint;wide;squint;blink;further lowered,,,
1512935,41237458,"If a person emits waste loudly, without controlling the noise, it shows the person isn't polite. There is a long list of implicit cultural rules that apply to the Deaf, when they, obliviously, enter the bathroom.","PERSON;WHO;DCL:5""emit waste"";NOT;MANAGE/CONTROL;REALLY;(1h)QUOTE/TOPIC;SHOW-2p;POLITE;NONE/NOTHING;LOOK-OVER;LONG-LIST;CULTURE;MEAN;SET-UP;FINISH;THINK+LONG-LIST;THINK+LONG-LIST;APPLY;TO/UNTIL;DEAF;WHEN;KNOW-NOTHING;ENTER;TOILET",negation;negation,,,,,,,right;slightly left;slightly left;slightly left,slightly right;slightly right;slightly right;right,,,,slight single head shake,,,,,raised-furrowed;raised,down;other;left;left;down;watch hands;other;up/left,blink;slightly squinted;squint;further squinted;blink;squint;slightly squinted;blink;slightly squinted;wide,,,
1512935,45403603,"When they go to places where noises are permitted, like football and basketball games—the sites where the fans would be yelling to cheer, Deaf people assume that they are free to make noises, so they join them by yelling and cheering.","GO;PLACE;IX-loc-pl-arc;PERMIT;NOISE;IX-loc:i;part:indef;FOOTBALL;fs-STADIUM;(crvd-5)BASKETBALL;GAME;(1h)PEOPLE;(1h)AREA;#FANS;(2h)alt.SCREAM;DEAF;part:indef;(2h)alt.SCREAM;MEAN;IX-1p;FREE;IX-1p;S""cheering"";SCREAM;S""cheering"";SCREAM",,,,,,,back;back;slightly back;slightly back,slightly right;slightly right;right;right;slightly right;left;right;slightly right,,,,,,,,,,raised-furrowed;lowered;further raised;raised-furrowed;further raised;further lowered,other;other;other;other;into space;other;left;left;other,slightly squinted;squint;further squinted;closed;slightly squinted;wide;slightly squinted;further squinted;blink,,,
1512935,44690388,"The person next to him nudged the Deaf person with an elbow and said  ""Shh""  and pointed out popcorn. The deaf person realized and learned.","BCL:S""nudge neighbor"";DCL:crvd-5""reach into bucket of popcorn"";(1h)part:indef;SHH;(1h)part:indef;(1h)part:indef;DCL:1""point to popcorn bucket"";HEAR;IX-2p;DCL:1""point to popcorn bucket"";OH-I-SEE;LEARN",,,,topic,,,,slightly right;left;slightly right;left;left,slightly right;slightly left,,,,,,,back,,raised-furrowed;further raised;lowered;further raised;raised;further raised,other;down;left;other;left;other;down;left;down,squint;wide;blink;further squinted;wider;lowered lid;squint;wider;blink;slightly lowered;slightly wide;blink;wide,,,
