asl_gloss,count,raised,lowered,slightly lowered,slightly raised,raised-furrowed,further raised,further lowered,right raised/left furrowed,left raised/right furrowed,left raised/right lowered,further raised-furrowed
GOAL,1,1,0,0,1,0,0,0,0,0,0,0
DOWNHILL,1,1,0,0,1,0,0,0,0,0,0,0
ADMIT,1,0,2,1,0,1,0,1,0,0,0,0
DCL:fanned-flat-Obecoming upset,1,0,2,1,0,1,0,1,0,0,0,0
PCL:5students sit in an arc,1,2,0,1,0,1,0,0,0,0,0,0
UP-AHEAD,1,1,0,0,0,0,0,0,0,0,0,0
SAVE,1,1,0,0,0,0,0,0,0,0,0,0
PANTS_2,1,1,1,1,0,0,0,0,0,0,0,0
SCL:crvd-Vtwo people on tandem bicycle,1,1,1,0,0,0,0,1,0,0,0,0
ALL-NIGHT-TO-MORNING,1,1,0,1,0,0,0,1,0,0,0,0
ns-fs-DAN,1,1,0,0,1,0,0,0,0,0,0,0
LCL:bent-B-xdswallow fish,1,0,0,1,2,0,0,0,0,0,0,0
NEPHEW,1,1,0,1,0,0,0,1,0,0,0,0
DCLblinking lights on shoes,1,1,0,1,0,0,0,1,0,0,0,0
BUS,1,1,1,0,1,0,0,1,0,0,0,0
LCL:crvd-V/2person sit next to me,1,1,1,0,1,0,0,1,0,0,0,0
BUSY/BUSINESS,1,2,0,0,0,0,0,1,0,0,0,0
CLASS-pl,1,2,0,0,0,0,0,1,0,0,0,0
ns-fs-LAND-O-LAKES,1,1,1,1,0,0,0,0,0,0,0,0
ADULT-TALL-pl,1,2,0,0,0,0,0,0,0,0,0,0
MIDNIGHT,1,2,1,0,0,0,0,0,0,0,0,0
THREE_2,1,0,0,0,0,0,0,0,0,0,0,0
ns-fs-ROBERTS,1,1,0,1,0,0,0,0,0,0,0,0
fs-RANCH,1,1,0,1,0,0,0,0,0,0,0,0
LEMON,1,1,0,0,0,0,0,0,0,0,0,0
fs-MARGARINE,1,0,1,1,1,0,0,1,0,0,0,0
fs-CAKES,1,0,0,0,1,0,0,0,0,0,0,0
TOGETHER/GO-STEADY:j,1,1,1,0,0,0,0,0,0,0,0,0
1p-TELL-2p,1,1,0,0,1,0,1,1,0,0,0,0
POSTER,1,1,0,0,0,0,0,1,0,0,0,0
(Y)COUNTRY,1,0,1,1,0,0,0,0,0,0,0,0
DEPART:k,1,0,0,0,0,0,1,1,0,0,0,0
ns-fs-BEN,1,0,0,0,0,0,1,0,0,0,0,0
ns-fs-MAINE,1,0,0,1,1,0,0,1,0,0,0,0
DRIVE:i,1,0,0,1,1,0,0,1,0,0,0,0
ANNOUNCE,1,0,0,0,0,1,0,0,0,0,0,0
SCL:V/2two people coming,1,1,0,0,0,0,1,0,0,0,0,0
alt.FANCY,1,0,0,0,0,0,1,0,0,0,0,0
SCL:3big car,1,0,0,0,0,0,1,0,0,0,0,0
MAN_2,1,1,1,1,0,0,0,0,0,0,0,0
SEPT,1,0,1,0,1,0,0,0,0,0,0,0
ns-fs-GEORGE-CLOONEY,1,1,0,0,0,0,0,0,0,0,0,0
5-C-LI don't know,1,0,0,1,1,0,1,0,0,0,0,0
BOAT_2,1,1,0,1,0,0,0,0,0,0,0,0
B-L:I don't know,1,2,0,0,0,0,0,0,0,0,0,0
OK-1p,1,1,0,1,0,0,0,0,0,0,0,0
INFORM-2p,1,0,0,0,0,1,0,1,0,0,0,0
POSTPONE,1,1,0,1,0,0,0,0,0,0,0,0
OPEN,1,1,1,0,0,0,0,0,0,0,0,0
DCL:Bpathway of orientation,1,0,0,0,0,0,1,0,0,0,0,0
DCL:Bpathway of audiovocal,1,0,0,0,0,0,1,0,0,0,0,0
PARALLEL,1,0,0,0,0,0,1,0,0,0,0,0
fs-VISION,1,1,0,0,0,2,1,0,0,0,0,0
fs-TYRANNY,1,1,0,0,0,2,1,0,0,0,0,0
DCL:flat-Oput it collectively,1,0,0,0,0,1,0,0,0,0,0,0
fs-SOCIAL,1,0,0,0,0,1,1,0,0,0,0,0
MEDICINE,1,0,0,0,0,1,1,0,0,0,0,0
DCL:bent-1switch to this pathway,1,0,0,0,0,1,1,0,0,0,0,0
fs-SENSES,1,0,0,0,0,2,1,0,0,0,0,0
fs-SENSE,1,0,0,0,0,2,1,1,0,0,0,0
UNDER,1,0,0,0,0,2,1,1,0,0,0,0
BECAUSE,1,0,0,0,0,1,0,0,0,0,0,0
GRADUAL-IMPROVE,1,0,0,0,0,2,0,2,0,0,0,0
DCL:bent-1length of time,1,0,0,0,0,1,0,0,0,0,0,0
2p-MEET:i,1,1,0,0,1,0,1,0,0,0,0,0
BCL:Cshowing off pectorals,1,1,0,0,0,0,1,0,0,0,0,0
ns-fs-POTTER,1,3,2,0,0,0,0,0,0,0,0,0
ns-CALIFORNIA_2,1,1,0,1,0,0,0,0,0,0,0,0
DCLflat tract ofland,1,1,0,0,0,0,0,0,0,0,0,0
DCL:V/2horse running,1,1,0,0,0,0,0,0,0,0,0,0
DCL:1Bob approaching her,1,1,0,0,0,0,0,0,0,0,0,0
SCL:1person,1,1,0,0,0,0,0,0,0,0,0,0
DCL:1two people approaching each other,1,1,0,0,1,0,0,0,0,0,0,0
(nd-5)HIT,1,1,0,0,0,1,1,0,0,0,0,0
(1)SEND:j,1,2,0,0,1,0,0,0,0,0,0,0
fs-PIE,1,1,0,0,2,0,0,0,0,0,0,0
ns-fs-BOB:j,1,1,0,0,0,0,0,0,0,0,0,0
j:SCL:1Bob meets his girlfriend:i,1,1,0,0,0,0,0,0,0,0,0,0
SCLDonna,1,1,0,1,0,0,0,0,0,0,0,0
SCLJessica,1,1,0,1,0,0,0,0,0,0,0,0
DCLflat tract of land,1,0,0,0,1,0,0,0,0,0,0,0
DCL:U-Lcow running,1,0,0,0,1,0,0,0,0,0,0,0
(1)SEND/MAIL,1,1,0,0,0,0,0,0,0,0,0,0
j:MEET:i,1,1,0,0,0,0,0,0,0,0,0,0
OPEN-BOOK,1,0,0,0,1,0,0,0,0,0,0,0
DCLswirling,1,1,0,0,0,0,0,0,0,0,0,0
SWIRLING,1,0,0,0,0,0,0,0,0,0,0,0
DCLdescribing the land,1,2,0,0,0,0,1,0,0,0,0,0
DCL:1bride and groom meet,1,2,0,0,0,0,0,0,0,0,0,0
ALL-NIGHT_3,1,2,0,0,0,0,0,0,0,0,0,0
SMIRK,1,0,1,0,1,0,0,0,0,0,0,0
ns-ITALY,1,2,0,1,0,0,0,0,0,0,0,0
UGLY,1,0,0,0,1,1,0,0,0,0,0,0
DAUGHTER,1,2,0,0,0,0,0,0,0,0,0,0
fs-TREAT,1,0,0,2,0,0,0,0,0,0,0,0
ns-nat-JAMAICA,1,2,0,0,0,0,0,0,0,0,0,0
DEAF-APPLAUSE,1,1,0,1,1,0,0,0,0,0,0,0
DELETE_3,1,1,0,1,0,0,0,0,0,0,0,0
PAINT,1,1,1,0,0,0,0,1,0,0,0,0
fs-CAVIAR,1,0,1,0,0,0,0,1,0,0,0,0
VISIT_2,1,0,1,1,0,0,0,0,0,0,0,0
(R)BEST-FRIEND,1,0,1,1,0,0,0,0,0,0,0,0
alt.SEARCH-FOR,1,0,0,0,0,0,0,0,0,0,0,0
SCL:Xman walking,1,1,0,0,2,0,0,0,0,0,0,0
ICL:flat-Oholding money,1,1,0,0,2,0,0,0,0,0,0,0
ICL:flat-Opocketing money,1,1,0,0,2,0,0,0,0,0,0,0
5awestruck,1,1,1,1,0,0,0,0,0,0,0,0
ns-fs-ANN,1,1,1,1,1,0,0,0,0,0,0,0
BIRD,1,1,1,1,1,0,0,0,0,0,0,0
ICL:X-over-thumbeating out of a bowl,1,1,1,1,1,0,0,0,0,0,0,0
COURSE,1,1,0,0,0,0,0,0,0,0,0,0
DCL:B-Lstack of books,1,0,1,1,0,0,0,0,0,0,0,0
fs-OFFICE,1,0,1,1,0,0,0,0,0,0,0,0
REPAIR_2,1,1,1,0,0,0,0,0,0,0,0,0
ns-SEATTLE,1,1,0,0,0,0,0,0,0,0,0,0
PCL:5people moving around,1,1,0,0,0,0,0,0,0,0,0,0
ns-fs-DEMI-MOORE,1,0,0,1,0,1,0,0,0,0,0,0
ns-fs-BRUCE-WILLIS,1,0,0,1,0,1,0,0,0,0,0,0
TOUGH,1,1,0,0,0,0,0,0,0,0,0,0
CHAPTER,1,1,1,0,0,0,1,1,0,0,0,0
PRICE,1,0,1,0,1,0,0,0,0,0,0,0
THOUSAND,1,0,1,0,1,0,0,0,0,0,0,0
PAINT_2,1,1,0,0,2,0,0,1,0,0,1,0
ESCAPE,1,0,0,0,1,1,0,0,0,0,0,0
SCL:1mouse scurries,1,0,0,0,1,1,0,0,0,0,0,0
SCL:crvd-Vcat chases mouse,1,0,0,0,1,1,0,0,0,0,0,0
SCL:crvd-Vcat jumps up onto the table,1,0,0,0,1,1,0,0,0,0,0,0
ns-fs-JASON,1,1,0,0,0,0,0,0,0,0,0,0
PICTURE,1,1,0,0,0,0,0,0,0,0,0,0
LCL:1dress over there,1,1,1,0,1,0,0,0,0,0,0,0
3contemplation,1,1,1,0,1,0,0,0,0,0,0,0
BROCCOLI,1,2,0,1,1,0,1,0,0,0,0,0
VISIT-1p,1,1,1,1,0,0,0,0,0,0,0,0
fs-UPSET,1,1,0,0,0,0,0,0,0,0,0,0
SANDWICH_4,1,1,0,0,1,0,0,0,0,0,0,0
ICL:tight-Ceating sandwich,1,1,0,0,1,0,0,0,0,0,0,0
5wait,1,0,0,1,0,1,0,0,0,0,0,0
"5hey, no",1,0,1,1,1,0,0,0,0,0,0,0
2p-HELP-1p,1,0,1,0,0,1,0,0,0,0,0,0
CRASH_2,1,1,0,1,2,0,0,0,0,0,0,0
fs-PANIC,1,1,0,1,2,0,0,0,0,0,0,0
TIRE,1,0,1,0,1,0,0,0,0,0,0,0
ns-fs-AAA,1,0,1,0,1,0,0,0,0,0,0,0
MELON/PUMPKIN,1,1,0,0,0,0,0,0,0,0,0,0
ns-fs-TJ,1,1,0,0,0,0,0,0,0,0,0,0
JUICE,1,1,0,0,0,0,0,0,0,0,0,0
ns-nat-CHINA,1,1,1,0,0,0,0,0,0,0,0,0
PRINCE,1,0,0,0,1,0,0,0,0,0,0,0
ns-fs-CHARLES,1,0,0,0,1,0,0,0,0,0,0,0
PHYSICS,1,1,0,0,0,0,0,0,0,0,0,0
PURPLE,1,0,1,0,0,0,0,0,0,0,0,0
(5)DEPRESS,1,1,0,0,0,0,0,0,0,0,0,0
fs-MAC,1,1,1,0,0,0,0,0,0,0,0,0
FORGET,1,0,0,0,1,0,0,0,0,0,0,0
ns-fs-GLOBE,1,0,1,0,0,0,0,0,0,0,0,0
Lwell,1,2,0,1,0,0,0,0,0,0,0,0
DCL:I-L-Yflying back and forth,1,2,0,1,0,0,0,0,0,0,0,0
5what's going on?,1,0,1,0,0,0,0,1,0,0,0,0
BOOK-pl,1,0,1,0,0,0,0,1,0,0,0,0
MEAT,1,0,1,0,0,0,0,0,0,0,0,0
1p-MEET:i/j/k/l,1,1,1,2,0,0,0,0,0,0,0,0
GOLD/ns-CALIFORNIA,1,2,2,2,1,0,0,0,0,0,0,0
DCL:G/Qcircular bracelet,1,2,2,2,1,0,0,0,0,0,0,0
(1)REPORT,1,0,1,1,0,0,0,0,0,0,0,0
THURSDAY,1,0,0,1,0,0,0,0,0,0,0,0
LCL:B-Lsky up there,1,0,0,0,1,0,0,0,0,0,0,0
SHINE_2,1,0,0,0,1,0,0,0,0,0,0,0
GRAB,1,0,1,1,0,0,0,0,0,0,0,0
PLEASE/ENJOY,1,1,0,0,0,0,0,0,0,0,0,0
SCL:sml-C/3recieve DVD,1,0,0,1,2,0,0,1,0,0,0,0
DCL:sml-C/3DVD,1,0,0,1,2,0,0,1,0,0,0,0
SCRAPE,1,0,0,1,2,0,0,1,0,0,0,0
PARK,1,1,0,1,0,0,0,0,0,0,0,0
STOPLIGHT,1,1,0,1,0,0,0,0,0,0,0,0
RELATIONSHIP,1,0,0,0,0,0,0,0,0,0,0,0
LCL:5-Cthree computers next to each other,1,0,1,0,0,0,0,0,0,0,0,0
MORMON,1,1,2,1,0,0,0,0,0,0,0,0
i:CALL-BY-PHONE:j,1,1,2,0,0,0,0,0,0,0,0,0
DCL:G/Qeat sushi,1,1,1,1,0,0,0,0,0,0,0,0
FINGERS-CROSSED,1,1,1,1,0,0,0,0,0,0,0,0
(sml-C/3)VOMIT,1,1,1,1,0,0,0,0,0,0,0,0
BUSTED,1,2,0,1,2,0,0,0,0,0,0,0
PUNCH,1,1,1,0,1,1,0,1,0,0,0,0
(L-X)SMALL,1,0,1,0,0,0,0,1,0,0,0,0
fs-CITY,1,0,1,0,0,0,0,1,0,0,0,0
GIVE-distributive,1,0,0,1,0,0,0,0,0,0,0,0
DCL:S-5throw out of plane,1,2,0,1,0,0,0,0,0,0,0,0
FALL-IN-LOVE,1,0,0,2,0,0,0,0,0,0,0,0
CRISIS,1,1,0,0,0,0,1,0,0,0,0,0
ns-fs-GREATECHWAECH,1,1,0,0,0,2,1,0,0,0,0,0
IX-3p:n,1,1,0,0,0,2,1,0,0,0,0,0
ns-fs-IOWANS,1,1,0,0,0,2,1,0,0,0,0,0
fs-ABUSE,1,1,0,0,0,2,1,0,0,0,0,0
C,1,1,0,0,0,2,1,0,0,0,0,0
IX-loc:m,1,0,0,0,0,1,0,0,0,0,0,0
DCL:crvd-Babove or below voice range,1,0,0,0,0,2,1,0,0,0,0,0
1tracing sentence,1,0,0,0,0,3,3,0,0,0,0,0
NARROW-STREET,1,0,0,0,0,1,0,0,0,0,0,0
DCL:bent-B-Labove and below the voice range,1,0,0,0,0,1,1,0,0,0,0,0
fs-BEING,1,0,0,0,0,1,1,0,0,0,0,0
DCL:crvd-5list of alphabet,1,0,0,0,0,3,2,0,0,0,0,0
DCL:sml-C/3morpheme word,1,0,0,0,0,3,2,0,0,0,0,0
ns-fs-MINN,1,0,0,0,0,2,2,0,0,0,0,0
DEAF_2,1,0,0,0,0,2,2,0,0,0,0,0
fs-ABC,1,0,0,0,0,2,2,0,0,0,0,0
LIST-ORDER_3,1,0,0,0,0,1,0,0,0,0,0,0
5around here,1,1,1,1,0,0,0,0,0,0,0,0
ICL:Swashing car,1,1,1,1,0,0,0,0,0,0,0,0
ICL:Swash car,1,1,1,1,0,0,0,0,0,0,0,0
SMILE,1,1,0,0,0,1,0,0,0,0,0,0
GOLF,1,0,1,0,1,0,0,0,0,0,0,0
BCLreading book,1,1,0,0,0,0,0,0,0,0,0,0
fs-OJ,1,0,0,0,0,0,1,0,0,0,0,0
GRANDMOTHER,1,0,0,0,0,0,1,0,0,0,0,0
ICL:X-over-thumbeating,1,0,2,1,1,0,0,0,0,0,0,0
ALL-GONE,1,0,2,1,1,0,0,0,0,0,0,0
DCL:25missing page,1,0,1,0,0,0,0,0,0,0,0,0
PADDLE/CANOE,1,1,0,1,1,0,0,0,0,0,0,0
5oh man,1,1,1,0,0,0,0,0,0,0,0,0
BEAR,1,1,0,0,0,0,0,0,0,0,0,0
DCL:crvd-Bsize of bear,1,1,0,0,0,0,0,0,0,0,0,0
LCL:3parked car,1,1,1,1,1,0,0,0,0,0,0,0
HIT_2,1,1,1,1,1,0,0,0,0,0,0,0
L-XI don't know,1,1,1,1,1,0,0,0,0,0,0,0
LI don't know,1,1,1,1,1,0,0,0,0,0,0,0
5-C-Lthat's the way it is,1,1,1,0,0,0,0,0,0,0,0,0
RESPONSIBILITY,1,1,2,1,2,0,0,0,0,0,0,0
i:SEND/MAIL-1p,1,2,0,0,1,0,0,0,0,0,0,0
3come on,1,2,0,0,1,0,0,0,0,0,0,0
SCRATCH,1,2,0,0,1,0,0,0,0,0,0,0
aw man,1,2,0,0,1,0,0,0,0,0,0,0
i:CHASE:j,1,1,1,0,0,0,0,0,0,0,0,0
fs-GIFT,1,0,0,0,0,0,1,0,0,0,0,0
ASSAULT,1,1,0,1,0,0,0,0,0,0,0,0
i:SUE:j,1,1,0,1,0,0,0,0,0,0,0,0
5-C-Lout of my control,1,1,0,1,0,0,0,0,0,0,0,0
KICK-OUT,1,1,0,1,2,0,0,0,0,0,0,0
fs-GOLD,1,2,0,1,0,0,0,0,0,0,0,0
RUIN,1,1,1,0,0,0,0,0,0,0,0,0
SCL:V/2person rolling around,1,2,1,1,1,0,0,0,0,0,0,0
(L)LOTION,1,2,1,1,1,0,0,0,0,0,0,0
BPCL:B-Lrub on lotion,1,2,1,1,1,0,0,0,0,0,0,0
DCL:4people tanning,1,1,0,0,1,0,0,0,0,0,0,0
fs-PALE,1,1,0,0,1,0,0,0,0,0,0,0
REQUEST,1,1,1,0,0,0,0,0,0,0,0,0
DCL:4people gathering in a circle,1,1,1,0,3,0,0,0,0,0,0,0
fs-ACTION,1,1,0,1,1,0,0,0,0,0,0,0
SCL:V/2person sliding off tube,1,1,0,1,1,0,0,0,0,0,0,0
CARE:i,1,1,0,0,0,0,0,0,0,0,0,0
1p-GIVE-indef,1,2,0,0,1,0,0,0,0,0,0,0
SCL:V/2horse galloping,1,1,0,0,1,0,0,0,0,0,0,0
(nd-1)BEFORE,1,1,1,0,1,0,0,0,0,0,0,0
(5)THROW,1,1,0,0,0,0,0,0,0,0,0,0
fs-GLITTER,1,2,0,0,3,0,0,0,0,0,0,0
DCL:B-Llong hair,1,1,0,0,1,0,0,0,0,0,0,0
fs-SUPREME,1,1,0,0,1,0,0,0,0,0,0,0
LOCK,1,1,0,1,1,0,0,0,0,0,0,0
(nd-1)GATE,1,1,0,1,1,0,0,0,0,0,0,0
FOURTH,1,2,0,0,0,0,0,0,0,0,0,0
JULY,1,2,0,0,0,0,0,0,0,0,0,0
SCL:1one person approaching another,1,1,0,0,0,0,0,0,0,0,0,0
GOBBLE-UP,1,1,1,0,1,1,0,0,0,0,0,0
alt.CHEER,1,1,0,0,2,0,0,0,0,0,0,0
MOVE:i,1,0,0,0,0,0,0,0,0,0,0,0
Lso,1,0,0,0,1,0,0,0,0,0,0,0
BEFORE_3,1,0,0,0,1,0,0,0,0,0,0,0
WORRY,1,0,0,0,0,0,0,0,0,0,0,0
PROJECT,1,0,0,2,1,0,0,0,0,0,0,0
WEEKEND,1,0,1,1,1,0,0,0,0,0,0,0
i:MOVE:j,1,0,0,1,0,0,0,0,0,0,0,0
ONE-HOUR,1,0,0,1,0,0,0,0,0,0,0,0
NORTH,1,0,0,1,0,0,0,0,0,0,0,0
ns-NYC,1,0,0,0,0,0,0,0,0,0,0,0
SEVEN_2,1,0,0,0,0,0,0,0,0,0,0,0
THIRD,1,0,0,3,2,0,0,0,0,0,0,0
HAD-IT,1,0,0,3,2,0,0,0,0,0,0,0
(R)RETIRE,1,0,0,3,2,0,0,0,0,0,0,0
(rd)JUNIOR_3,1,0,0,1,0,0,0,0,0,0,0,0
SENIOR,1,0,0,1,0,0,0,0,0,0,0,0
TECHNOLOGY,1,0,0,1,0,0,0,0,0,0,0,0
WORTH,1,0,0,3,1,0,0,0,0,0,0,0
ns-RSD,1,0,0,0,0,0,0,0,0,0,0,0
ns-VT,1,2,0,1,0,0,0,0,0,0,0,0
fs-SPORTS,1,0,0,0,0,0,0,0,0,0,0,0
LESS-THAN,1,0,0,0,1,0,0,0,0,0,0,0
SEE-SEE,1,0,0,0,0,0,0,0,0,0,0,0
AGE-THIRTEEN,1,1,0,0,0,0,0,1,0,0,0,0
COUSIN,1,1,0,1,1,0,0,0,0,0,0,0
DCL:crvd-Lbagel,1,1,1,1,0,0,1,1,0,0,0,0
ICL:Ausing key,1,1,1,2,1,0,0,0,0,0,0,0
(3)WALK,1,0,1,1,0,0,0,0,0,0,0,0
DESTROY,1,0,1,1,0,0,0,0,0,0,0,0
ASK-1p,1,1,0,0,0,0,0,0,0,0,0,0
3um,1,1,1,0,0,0,0,0,0,0,0,0
TWENTY-EIGHT:i,1,2,0,0,0,0,0,0,0,0,0,0
ROLL-ON-FLOOR-LAUGHING,1,2,0,0,1,0,0,0,0,0,0,0
TIME-TWO,1,0,1,0,0,0,0,0,0,0,0,0
5oh,1,1,0,0,0,0,0,0,0,0,0,0
ns-CAROL,1,1,0,0,0,1,0,0,0,0,0,0
ns-fs-CAROL,1,1,0,0,0,1,0,0,0,0,0,0
BURST,1,0,1,1,1,0,0,0,0,0,0,0
FLIP-FLOP_2,1,1,0,0,1,0,0,0,0,0,0,0
ALL-YEARS-HS,1,1,0,0,1,0,0,0,0,0,0,0
WAKE-UP,1,1,0,0,1,0,0,0,0,0,0,0
WHIP,1,1,0,1,1,0,0,0,0,0,0,0
SATISFIED,1,1,0,1,1,0,0,0,0,0,0,0
DCL:L-Xdisc,1,1,0,0,1,1,0,0,0,0,0,0
CD,1,1,0,0,1,1,0,0,0,0,0,0
SCL:1describing a narrow road,1,0,0,1,0,0,0,0,0,0,0,0
DAY,1,1,1,0,1,0,0,1,0,0,0,0
ONE-MORE,1,1,1,0,1,0,0,1,0,0,0,0
ONE-WEEK_2,1,1,1,0,1,0,0,1,0,0,0,0
BREAKFAST,1,1,1,0,0,0,0,1,0,0,0,0
ns-TEXAS,1,0,0,0,0,0,1,2,0,0,0,0
LOSE-COMPETITION,1,0,0,0,0,0,1,2,0,0,0,0
SUNDAY_2,1,1,0,0,0,0,0,1,0,0,0,0
(H)THURSDAY,1,1,0,0,0,0,0,1,0,0,0,0
ns-fs-JOHN-STEWART,1,1,0,0,1,0,0,1,0,0,0,0
CAFETERIA,1,1,0,0,0,0,0,1,0,0,0,0
ns-fs-GEORGE-BUSH,1,2,0,0,0,0,0,1,0,0,0,0
5unsure,1,0,1,0,1,0,0,0,0,0,0,0
NEXT/UPCOMING,1,1,0,0,0,0,1,1,0,0,0,0
CHRISTMAS,1,1,0,0,0,0,1,1,0,0,0,0
SNOB,1,2,2,0,0,0,0,1,0,0,0,0
CHEAP,1,2,2,0,0,0,0,1,0,0,0,0
5that's it,1,2,2,0,0,0,0,1,0,0,0,0
ns-fs-MAYOR-BLOOMBERG,1,2,1,0,0,0,0,0,0,0,0,0
MORE-THAN,1,2,1,0,0,0,0,0,0,0,0,0
THATS-ALL,1,0,0,0,0,0,0,0,0,0,0,0
(W)WEATHER,1,2,0,0,0,0,0,2,0,0,0,0
BLAME,1,1,0,0,0,0,0,0,0,0,0,0
ns-fs-JANET,1,0,1,0,0,0,1,0,0,0,0,0
ns-fs-JANE,1,0,1,0,0,0,1,0,0,0,0,0
SCL:3bike crashing,1,0,0,1,1,0,1,0,0,0,0,0
SCL:3fall off bike,1,0,0,1,1,0,1,0,0,0,0,0
fs-GAZPACHO,1,1,0,0,1,0,0,1,0,0,0,0
5why is it so,1,1,0,0,1,0,0,1,0,0,0,0
AC,1,1,0,0,0,0,0,0,0,0,0,0
COOL,1,1,0,0,0,0,0,0,0,0,0,0
fs-PEOPLE,1,1,0,0,0,0,1,0,0,0,0,0
COMPUTER_2,1,2,0,0,0,1,0,1,0,0,0,0
EXTENSIVE-KNOWLEDGE,1,2,0,0,0,1,0,1,0,0,0,0
(P)UPSET,1,0,1,0,0,0,0,0,0,0,0,0
5hey no,1,0,2,1,2,0,0,0,0,0,0,0
ns-AMERICAN-AIRLINES,1,0,2,1,2,0,0,0,0,0,0,0
STRAIGHT,1,0,2,0,0,0,1,0,0,0,0,0
ns-fs-MIAMI,1,0,2,0,0,0,1,0,0,0,0,0
I don't know,1,0,0,0,0,0,0,1,0,0,0,0
j:CALL-BY-PHONE-1p,1,1,2,1,0,0,2,1,0,0,0,0
SEE:j,1,1,2,1,0,0,2,1,0,0,0,0
CALL-BY-PHONE:k,1,1,2,1,0,0,2,1,0,0,0,0
5of course,1,1,2,1,0,0,2,1,0,0,0,0
fs-HEIGHT,1,1,0,0,0,1,0,1,0,0,0,0
NOT-CARE,1,1,0,0,0,0,2,1,0,0,0,0
GRAD,1,0,0,1,0,0,0,0,0,0,0,0
fs-RESONANCE,1,0,1,0,0,0,0,0,0,0,0,0
DCL:crvd-5nasal,1,0,1,0,0,0,0,0,0,0,0,0
NOSE,1,0,1,0,0,0,0,0,0,0,0,0
ns-fs-SUBTELNY,1,1,1,0,0,0,0,1,0,0,0,0
SEVENTY-FIVE,1,1,1,0,0,0,0,1,0,0,0,0
PCL:4students go to NTID,1,1,1,0,0,0,0,1,0,0,0,0
ns-NTID,1,1,1,0,0,0,0,1,0,0,0,0
EVALUATE,1,1,1,0,0,0,0,1,0,0,0,0
LOOK-1p,1,0,0,0,1,0,0,0,0,0,0,0
LCL:Bthis way,1,0,1,0,0,0,0,0,0,0,0,0
MACHINE,1,2,0,0,0,0,0,0,0,0,0,0
GAMUT,1,0,1,1,0,0,0,0,0,0,0,0
RANGE/SPAN,1,0,1,1,0,0,0,0,0,0,0,0
(nd-3)FIRST-SECOND-THIRD-IN-LIST,1,0,0,1,0,0,0,0,0,0,0,0
SPEECH,1,0,0,1,0,0,0,0,0,0,0,0
DCL:crvd-Vsitting down,1,0,1,0,0,1,0,0,0,0,0,0
fs-DOING,1,0,1,0,0,1,0,0,0,0,0,0
IX-2p-pl-arc,1,0,0,0,0,0,0,0,0,0,0,0
fs-HUM,1,1,1,0,0,0,0,0,0,0,0,0
alt.DCL:Mhumming,1,1,1,0,0,0,0,0,0,0,0,0
5sheepish,1,0,0,0,0,0,1,0,0,0,0,0
SENTENCE,1,0,0,0,0,0,0,1,0,0,0,0
fs-STRATEGY,1,3,0,0,0,0,0,0,0,0,0,0
fs-AIR,1,3,0,0,0,0,0,0,0,0,0,0
OPPRESS,1,3,0,0,0,0,0,0,0,0,0,0
fs-VOCALIZATION,1,0,1,0,0,0,0,0,0,0,0,0
SCHEDULE,1,1,1,1,1,0,0,0,0,0,0,0
5out of her control,1,1,1,1,1,0,0,0,0,0,0,0
CLASS,1,1,1,1,1,0,0,0,0,0,0,0
ELEMENTARY,1,2,1,0,0,0,0,0,0,0,0,0
CENTER,1,2,1,0,0,0,0,0,0,0,0,0
ICL:baby-Owriting on the test,1,1,0,0,1,0,0,0,0,0,0,0
fs-REPORT,1,0,2,0,1,0,0,1,0,0,0,0
fs-CARD,1,0,2,0,1,0,0,1,0,0,0,0
LCL:1reading,1,0,2,0,1,0,0,1,0,0,0,0
fs-TENSE,1,0,0,0,0,0,0,0,0,0,0,0
PITCH,1,0,0,0,0,0,0,0,0,0,0,0
BUSINESS_2,1,1,0,0,0,1,0,0,0,0,0,0
INFORM-1p,1,2,0,0,0,1,0,0,0,0,0,0
fs-SIGH,1,2,0,0,0,0,0,0,0,0,0,0
fs-SOLICIT,1,1,0,0,2,0,0,0,0,0,0,0
alt.PULL,1,1,0,0,2,0,0,0,0,0,0,0
FEW,1,2,1,0,0,0,2,0,0,0,0,0
1p-MEET:i,1,1,2,2,0,1,0,1,0,0,0,0
DCLget test,1,0,1,1,0,0,0,0,0,0,0,0
DCLtalking about the test,1,0,1,1,0,0,0,0,0,0,0,0
DCL:flat-Oholding the test,1,1,0,0,0,0,0,0,0,0,0,0
DCL:flat-Omoving the test closer,1,1,0,0,0,0,0,0,0,0,0,0
5what the heck,1,1,0,0,1,0,0,0,0,0,0,0
POINT-TO,1,1,0,0,1,0,0,0,0,0,0,0
COME-ON,1,0,1,0,0,1,0,2,0,0,0,0
SCL:1teacher walking over,1,0,1,0,0,1,0,2,0,0,0,0
SCL:bent-Vsit down,1,0,1,0,0,1,0,2,0,0,0,0
BREATHE,1,0,0,0,0,0,0,0,0,0,0,0
DCL:Ctrying to breathe,1,0,0,0,0,0,0,0,0,0,0,0
alt.UNDERSTAND,1,0,0,0,0,0,1,0,0,0,0,0
(1)GENERATIONS-AGO,1,0,1,0,0,0,0,0,0,0,0,0
ns-fs-EDWARD,1,0,1,0,0,0,0,0,0,0,0,0
fs-HALL,1,0,1,0,0,0,0,0,0,0,0,0
FEEDBACK_3,1,0,0,0,0,0,0,0,0,0,0,0
